SKU,Nombre,Marca,Precio,Precio Lista,Stock
3395883,Jabón de barra JIRAFA líquido cítrico (1  lt),JIRAFA,7970,7970,10000
894325,Jabón de barra JIRAFA lavanda (250  gr),JIRAFA,2830,2830,10000
3555344,Limpiador TASK multiusos (1000  ml),TASK,5880,8400,10000
341317,Jabón de barra JIRAFA para ropa de bebé (750  gr),JIRAFA,8340,8340,10000
3526567,Detergente líquido ETERNA ecológico (4000  ml),ETERNA,47250,47250,10000
3642169,Detergente líquido ARIEL remueve manchas y cuida el color (1800  ml),ARIEL,32890,50600,10000
1022265,Jabon Barra Limon LIMON,SUPREMO,3220,3220,10000
3720858,Pastilla limpiadora TASK para sanitario (1  und),TASK,16600,16600,10000
3226171,Limpiador BIOVARSOL multiusos bio (2100  ml),BIOVARSOL,34450,35600,10000
1783616,Detergente líquido ETERNA con bicarbonato + doypack (4800  ml),ETERNA,54000,54000,10000
3526560,Detergente líquido ETERNA ecológico (900  ml),ETERNA,12000,12000,10000
3479119,Desengrasante BONDI biodegradable multisuperficies (960  ml),BONDI,11760,16800,10000
424788,Limpiador TERGO desodoriza el inodoro (144  gr),TERGO,17100,17100,10000
3449170,"Toallitas con colorante DR. BECKMANN para telas, color negro intenso (8  und)",DR. BECKMANN,25050,26200,10000
390895,Limpiapisos PINOLINA aroma lavanda (960  ml),PINOLINA,17250,17250,10000
1682038,Limpiapisos BLANCOX vibrante rosa y jazmín (200  ml),BLANCOX,2290,2290,10000
583675,Cera  BINNER limpiadora selladora autobrillante (1000  ml),BINNER,30850,30850,10000
3711919,Desmanchador T/L/D TODOS LOS DIAS en polvo fragancia primaveral (900  gr),T/L/D TODOS LOS DIAS,18800,18800,10000
124305694,Pack x2 Detergente en polvo FAB 5kg,FAB,104000,104000,10000
213803,"Limpiador BUFALO pisos, laminados (600  ml)",BUFALO,14280,17850,10000
3593532,Detergente en polvo FAB ultra flash (6000  gr),FAB,70200,70200,10000
3465878,Limpiador PLEDGE multisuperficies en aerosol cítrico (650  ml),PLEDGE,20250,22900,10000
32966,Neutralizador de olores CORALES DE AROMAS goticas (10  ml),CORALES DE AROMAS,19350,19350,10000
200151,Quitamanchas CLOROX ropa color (900  gr),CLOROX,43300,43300,10000
1418664,Quitamanchas CLOROX ropa blanca (3800  ml),CLOROX,28210,40300,10000
596663,Detergente líquido LAVOMATIC floral (3000  ml),LAVOMATIC,55300,55300,10000
798481,Ambientador MR MUSCULO repuesto lavanda (500  ml),MR MUSCULO,10200,10200,10000
3763447,Detergente MAS líquido ropa color (3000  ml),MAS,69500,69500,10000
3220756,Limpiavidrios GREEN CHOICE GENERATION anti empañante (1000  ml),GREEN CHOICE GENERATION,7730,7730,10000
1232693,Limpiapisos SAN LIMPIO  (1000  ml),SAN LIMPIO,3090,3090,10000
1250479,Limpiador MR MUSCULO inodoro pastilla brisa marina (80  gr),MR MUSCULO,11900,12400,10000
255912,Limpiador BINNER quita polvo y da brillo primavera (300  ml),BINNER,19250,19250,10000
3728520,Limpiador SANYTOL desinfectante multiusos eucalipto (750  ml),SANYTOL,17760,22200,10000
3419724,Detergente líquido BLANCOX protección color (300  ml),BLANCOX,4990,4990,10000
3679062,Limpiavidrios BUFALO  + limpiador multipisos (1  UNIDAD),BUFALO,16612,22150,10000
255067,Cinta adhesiva TERGO para inodoros (30  gr),TERGO,8520,8520,10000
31953,Desengrasante NEW ANDIN varsol desmanchador (500  ml),NEW ANDIN,10900,11850,10000
1022799,Limpiador BINNER pisos de madera y laminados (1000  ml),BINNER,32700,32700,10000
3720860,Pastilla limpiadora TASK para sanitario (1  und),TASK,17650,17650,10000
3763445,Detergente MAS líquido ropa color (6400  ml),MAS,76300,76300,10000
3720857,Pastilla limpiadora TASK para sanitario (1  und),TASK,6240,6240,10000
22628,Desengrasante BEISBOL varsol quitamanchas (800  ml),BEISBOL,22000,22000,10000
1664126,Limpiapisos BLANCOX vibrante rosa y jazmín (1500  ml),BLANCOX,14000,14000,10000
773928,Limpiador ECOHOME frutas y verduras (500  ml),ECOHOME,22400,26900,10000
3725450,Limpiador LIMPIAYA bicarbonato (1000  ml),LIMPIAYA,4290,4820,10000
819761,Cera BUFALO limpiadora neutra (700  ml),BUFALO,16650,17750,10000
3568811,Detergente líquido TIDE april fresh (3900  ml),TIDE,123500,145200,10000
3465877,Limpiador PLEDGE aerosol cítrico (500  ml),PLEDGE,15050,15050,10000
3413277,KIT MEGA CONCENTRADO BINNER LIMPIA VIDRIOS (100  ml),BINNER,16250,16250,10000
182110,Preplanchado NIAGARA fuerte (567  ml),NIAGARA,22200,22200,10000
